Text,Sentiment
jakarta ahok btp bis om telolet om,negative
lantik oktober kayak gin gak,negative
menang pilih kepala daerah yang banjir ucap selamat karang bunga - fenomena alam,negative
kirim bunga 2 600 nyinyir 7 juta pingsan,negative
biar hibur wkkwwkkwk,negative
sakit jiwa warga cinta kamis,negative
kalah sasar kreator isu bohong,negative
kirim karang bunga lebih baik bikin acara sembilan bahan pokok,negative
ahok nista agama nista orang aku agama,negative
balaikota museum paris moto lukis monalisa,negative
menit 1 51 sedih banget huhuhu bapak menang,negative
tertawa kayak sebentar bunga tanding ini,negative
saran saja biar kalau saja iri nganan saja takut bikin macet kalau ikut iri,negative
stress guberner dukung harap warga jakarta,negative
gak murah ini ahok gubenur sayang warga jakarta emang buang2 duit,negative
ampun sek yah dada ngelawan bangsa issue sara ganti,negative
karang bunga karang sungguh gila pasca gila tuntut jpu,negative
kafir laku,negative
benci basuki benci bodoh,negative
amat jungkal ahok-djarot strategi isis,negative
simpatik saja gin nggak simpatik yak,negative
lambang mati akal waras indonesia fitnah kendali,negative
bukti mantan ganti,negative
kaji saya lihat pakai perspektif netral loh coba kalau bicara pikir,negative
sederhana saja orang susah move on sok skeptis tim kontra ahok,negative
debat retorika program wacana adil korupsi,negative
ancam polisi sutradara video ras kampanye ahok-djarot bayar sesuai kontrak,negative
tutup paslon minta maaf laku maaf gitu,negative
protes iklan macet streaming,negative
tata jakarta tata kata,negative
pilih kepala daerah dki 2017 ras agam bukti ras china pilih ahok 100 peluk kristen pilih ahok 100,negative
lholho dukung ahok dp 0 untuk kaum dhuafa situ uang bomb,negative
pecah belah orang asing pecah broken heart,negative
tertawa-tertawa-tertawa adil ini bangsa milih no 2 cina hah speak-no-evil,negative
tunjuk orang zalim haram pimpin kafir fire fire,negative
allah azab orang2 muslim pilih pimpin kafir high voltage high voltage,negative
move on lihatin ahok djarot kalah slightly frowning face,negative
baper ahok-djarot disappointed face,negative
menang anies-sandi kalah ahok-djarot tarik simpul yep,negative
sembilan bahan pokok murah ala timses ahok-djarot langgar uu pilih umum suap suara model hina cerdas warga,negative
rasa2nya ahok-djarot kalah gera tindak paslon 3 gencar keri face screaming in fear face screaming in fear,negative
bicara pilih ahok djarot rasa banjir sih pouting face,negative
bilang cagub cagub inti buta peta politik zipper-mouth face,negative
gubernur kenapa kjp anak turun 4 jelang pilih kepala daerah dki confused face,negative
kafir haram pimpin kafir fire fire fire fire,negative
kan kronologi usir sholat jumat,negative
awas serbu warga wahabi bogor depok,negative
pecat menteri bagaimana gubernur,negative
kuota habis ikut berita mui,negative
dki ikut2an menang see-no-evil monkey,negative
kalau bosan sama m taufik pilih kak soooo pastiiii face with steam from nose face with steam from nose face with tears of joy smiling face with open mouth smiling eyes face with tears of joy grining face with smile eye victory hand,negative
anti korupsi kerja kerja nyata bersih tata ruang kota jakarta weary face weary face,negative
bagai survei debat menang paslon no 3 ini,negative
pilih paslon no 3 gagal jalan tugas leceh akal sehat,negative
dadak santun toleran gin zipper-mouth face zipper-mouth face zipper-mouth face gara deket tanggal 19 april face with tears of joy face with tears of joy face with tears of joy tv,negative
kemarin bilang tuju syariah online,negative
dx,negative
rang fakta ikut caci maki,negative
rizieq ikut ternak akun disosmed heran akun twitter tiba2 serbu pasu caci maki grining face with smile eye face screaming in fear face screaming in fear,negative
wasekjen mui nilai video kampanye ahok-djarot suduntukan umat islam,negative
kasih iming-iming kjl orangtua ahok-djarot tipu lanjut usia,negative
mikir coblos belah kiri face with stuck-out tounges face with stuck-out tounges victory hand,negative
video kampanye ahok-djarot hancur kebhinekaan,negative
alien serang indonesia,negative
lulung nyampah timses anies sandi gara gara takut kena semprot ahok face with tears of joy face with stuck-out tounges,negative
pilpres sabang merauke,negative
mentang mentang nama belakang ambil untung novel iya anies gak,negative
cari orang pintar buanyak jakarta cari orang jujur anti korupsi suka keras sulit,negative
kampanye bicara program program tri saja pecat face with tears of joy lebih baik lihat sudah hasil kerja deh,negative
timses anies ngomongnya sok kayak motivator sudah ahok baik gubernur lihat hasil kerja saja deh,negative
pantes polling hapus menang polling dibesar2kan tayang 25x hari dimetrotivi face with tears of joy face with tears of joy face with tears of joy,negative
buzzer galau survei polling menang invoice bayar ini face with stuck-out tounges,negative
omong cocok fakta thumbs down thumbs down tv online,negative
unggul main isu strategi isu sara matang kelola strategi musuh face with stuck-out tounges,negative
nasi bungkus deteksi,negative
pdi-pagina kuat menang ahok-djarot,positive
menang sungguh kalah jakarta pecah politik sara brutal,positive
hujan sembilan bahan pokok ahok-djarot sedekah anies-sandi,positive
hitung menang sungguh kalah penting nasional,positive
terima kasih ahok btp,positive
kejut ahok kalah versi quick count apa tetep keren menginspiras,positive
serah takdir hidup tuhan jalan btp,positive
trimakasih btp kerja degan djarot pimpin dki,positive
harap hidup ahok selamat nkri tikus das,positive
selamat istirahat btp ronde lawan jahat menang,positive
kuasa tuhan kasih tuhan ambil bangga pilih ahok,positive
1 kerja bukti diomongin nyata 1 nya menteri saja pecat,positive
apa ahok kalah aman coba ahok menang makelar akhirat ribet teriak monas,positive
bpk btp terima kasih juang 5 dukung terbang,positive
artis dukung ahok selamat rekan dukung anies,positive
terima gubernur terima kasih gubernur sudah selisih satu maju,positive
pimpin bangga pegawai perintah terimakasih,positive
dukung pilih kepala daerah sepenuh hati moga menang menang merdeka,positive
cinta menang lanjut,positive
btp unggul tps 58 duri kosambi cengkareng,positive
warga pluit pilih ahok kerja etnis btp,positive
selesai setia,positive
coblos ahok senyum,positive
warga bekasi-tangerang-bogor-depok dihimbau coblos no 3 no 2 warga dki coblos no 2,positive
selamat pagi salam 2 jari,positive
doa hati bersih coblos paslon no 2 doa,positive
warga sultra dukung ahok djarot gub dki jakarta,positive
cari pilih gubernur mimpin jakarta omong kosong,positive
orang pimpin pimpin ribu orang ajar pimpin,positive
kh said aqil -djarot jalan nu,positive
butuh pimpin mutu batas jaja kartu moga sukses menang,positive
3 dari provinsi jambi amin tuit moga purnama btp hidayat pilih,positive
iwan fals pilih ahok djarot konsisten iwan fals lawan korupsi,positive
tanggal 19 pilih hati nurani,positive
andai contoh indonesia,positive
benar banget nonton concert coldplay saja erti,positive
ajar sabar the invisible djarot,positive
dapat ahok pimpin hebat tuhan utus untuk indonesia,positive
gantung kunci ahok model,positive
introspeksi indonesia,positive
cari pimpin cinta gampang msp,positive
djarot ucap terima kasih syukur ahok penjara,positive
cinta ahok and djarot,positive
doa serta jakarta may 2017 basukibtp,positive
1000 lilin ahok,positive
mas keren banget selamat juang nkri harga mati,positive
tugu proklamasi bawah sinar purnama,positive
ntt ahok basukibtp,positive
manado 1000 lilin yang telah mati harga mati,positive
1000 lilin ahok manado btp,positive
btp 2 sosok band of brothers hidup nyata,positive
juta lilin adil,positive
moga selesai tugas negara sampai oktober pas lantik gubernur apbn diganggu2 amin,positive
salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang,positive
moga,positive
dukung doa pasang juta lilin ahok manado indonesia,positive
manado btp,positive
rakyat cinta nkri juang adil,positive
semangat djarot doa serta,positive
bangsa diri bawa doa menang tuhan indonesia,positive
orang cerita batman robbin lindung jakarta,positive
beda kerja keras suka cari muka,positive
dukung doa pasang lilin ahok manado indonesia,positive
jerih lelah juang bangsa korupsi tegak benar hitung tuhan gbu,positive
tuhan btp keluarga kami ahok,positive
semangat djarot air mata kenang air mata tanda cinta indonesia,positive
doa jakarta,positive
padu suara warga balai kota,positive
sejarah,positive
demam karang bunga dukung ahok-djarot jalar siantar,positive
pimpin indonesia jujur kerja nyata ahok djarod is the best,positive
integrasi rumah susun pasar bioskop rakyat tunggu lanjut bawah gubernur,positive
malam keluarga balai kota anak lihat bunga monas,positive
ribu bunga,positive
hati masuk bui pecat menteri bloon,positive
indonesia harum bunga ungkap ribu bahasa cinta,positive
yaaaa abal2 kantor balai kota jakarta,positive
balaikota dki jakarta habis kata,positive
jakarta medan,positive
karang bunga ahok kota indah btp,positive
menang sejati menang hati rakyat sudah kalah datang rezeki tukang bunga,positive
btp djarot semangat sehat2 moga akhir jabat masyarakat dki sadar pimpin,positive
abang keren tuhan berkat berkat abang,positive
balaikota ramai kirim bunga alir,positive
wisata balai kota selagi gubernur ahok riang gembira gratis penuh,positive
ide gila,positive
allah orang2 subhanallah,positive
unik karang bunga gubernur dki jakarta badja viral medsos salah satu,positive
tuhan kati,positive
tuhan sayang jakarta ahokdjarot ahokdjarot kalah marah ahokdjarot menang yang jakarta terima kasih,positive
lepas galak sayang,positive
nongkrong masang karang bunga monas saja jogja,positive
heboh papan bunga ahok,positive
jahat ninggalin yang lanjur sayang pada,positive
karang bunga antri foto il phenomenon kayak seorg figur indonesia,positive
batam semangat,positive
karang bunga ucap terimakasih masyarakat btp monas,positive
hati,positive
gusur juta rakyat,positive
anies unggul pilih muslim ahok kaum didik totorqq,positive
bikin pusing btp tinggal tenang konsentrasi doa bahagia menang,positive
terima kasih doa pa kyai,positive
jatuh cinta gubernur milik heart with arrow,positive
jokowi trophy trophy oke basukibtp dukung 100,positive
peach,positive
tps 07,positive
ayo coblos bijaksana jakarta victory hand,positive
presiden bilang pilih kepala daerah dki aman tohh smiling face with sunglasses smiling face with sunglasses,positive
kalah ahok sengaja biar paket ahy pilpres face with stuck-out tounges grining face with smile eye grining face with smile eye smiling face with sunglasses smiling face with sunglasses risau hahahahahaha,positive
anies respon negatif netizen makin emosi-an ahy hafal badja smiling face with sunglasses smiling face with sunglasses victory hand,positive
kalah basuki tjahaja purnama-djarot saiful hidayat pilih kepala daerah dki jakarta pengaruh elektabilitas pdi victory hand,positive
percaya kondisi cuaca pilih kepala daerah dki kontribusi positif ahok-djarot 2 victory hand victory hand,positive
tompi ahok-djarot victory hand victory hand laku ubah positif ini bukti,positive
positif pdip usung ahok-djarot pilih kepala daerah dki 2017 victory hand - suara nasional,positive
kalah jujur menang curang heavy check mark heavy check mark initerjadi pilih kepala daerah dki makanya iri terima ahok,positive
kalah pilih kepala daerah dki ahok djarot karang bunga simpati uji ukur victory hand victory hand anies sandi menang bunga dp 0,positive
ahok-djarot kalah pilih kepala daerah menang jaga integritas demokrasi pancasila bangga smiling face with heart-eyes,positive
dukung provokasi kotor tangan2 hal2 kandung nazis heavy check mark heavy check mark,positive
pilih layan warga pimpin agama jakarta pilih jujur bersih heavy check mark heavy check mark,positive
pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand,positive
lupa coblos pimpin kerja keras victory hand victory hand,positive
ama dalang enthus,positive
bawa manfaat umat komitmen victory hand victory hand umat islam - via,positive
tertawa kerja nyata victory hand victory hand,positive
baju seragam coblos ini teman,positive
victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil,positive
mari kemari victory hand victory hand cover by citra alain,positive
2 victory hand at toba dream,positive
ahok-djarot victory hand victory hand roket,positive
coba timpa ahok mundur 1 langkah maju 1000 langkah jadi jakarta maju trophy,positive
victory hand victory hand,positive
jakarta butuh gubernur pandai main kata2 jakarta butuh gubernur nyata victory hand victory hand,positive
siar langsung ahok grining face with smile eye,positive
ahok net ahok talkshow,positive
deh ikhlas gubernur beliau tujukkan demokrasi sosok pimpin berintregitas,positive
babe pilih nomor 2 victory hand victory hand victory hand basukibtp kepala soang,positive
hasil kerja nyata hasil kerja selesai gak pakai janji2 tinggal terus victory hand folded hands fire,positive
cerdas pikir jernih,positive
kawal victory hand victory hand,positive
ahok jarot beres jakarta folded hands folded hands bukan calon ngayal jual kipas,positive
program ahok-djarot victory hand victory hand ajak warga baca lengkap,positive
ala ustad cang haris pilih victory hand lupa no 2 pilih islami asli berakhlaq haji haji djarot,positive
hari2 usul team btp gerak sosialisasi programkerja folded hands folded hands,positive
lovered nama indah lovered nama masjid perintah kota jakarta masjid raya kh hasyim ashari online,positive
dosen bangga harap gubernur bohong rakyat,negative
sih mantri hutan dan lurah ngakunya,negative
berterimakasi menang amat politik amat,negative
daftar rumah jakarta dp nya 0-rp gak realisasi kamu tanggung janji kamu akhirat,negative
janji calon gubenur lupa tagih janji jakarta butuh kerja nyata dar janji,negative
precariat kayak dp rumah 0 lumayan bantu tagih,negative
terima hasil lapang dada,negative
sedih optimis jakartaku,negative
kalau gitu tagih program dp 0 anies-sandi,negative
sabtu kerja ngobrol ketua rw komplek rumah teman super maksa warga pilih anies janji 3 milyar,negative
takut kalah buru bagi sembilan bahan pokok kayak cocok pegawai bulog kaleee colek dki ri,negative
jenazah tolak habis solat usir dagang usir agama jual politik mantavvv jiwa kamu,negative
lawan ahok buruk track record komitmen berantas korupsi nihil,negative
maksud anies prostitusi judi kalijodo tata rapih -,negative
ih rem bilang pitenah,negative
tenang team sukses kerja bagi2 bunga,negative
aplikasi program2 paslon 3 cenderung nyambung bahasa teknis prihatin,negative
moga allah swt rahmat mendzolimi,negative
anis persis kayak orang jual sabun wangi pasar bicara pinter mandi,negative
pimpin ingkar heran tuhan manusia seringkali ingkar,negative
fasisme musuh demokrasi rangkul islamisme orang2 orde,negative
btp menang pilih kepala daerah 2017 bangundki stres gatot gagal total,negative
lagi2 bicara bicara sembarang fakta bicara btp,negative
pilih kepala daerah tutup debat kusir kusut kualitas debat parah,negative
kali kamu arogan anies pilih,negative
komando polling goreng kpud netral kamvreetttt,negative
program bicara potong warga,negative
waaaah sadar kalau salah pilih btp,negative
ajar sederhana kursi pakai duduk meja duduk saja mendikbud pecat,negative
lho lagu anies-sandi jiplak nyanyi yahudi,negative
didik orang muda akhlak integritas ambisi kotor fitnah omong doang,negative
anies polisi -djarot gusur 300 titik dki,negative
tebar fitnah tuai kalah,negative
pimpin mimpi tega,negative
latih okay-oce sabun al-maidah,negative
kotor balai kota karang bunga,negative
timses,negative
kampanye menteri agama keluar atur larang kampanye rumah ibadah sudah menang karena sara,negative
tertawa kuoata pakai emang situ belikan pulsa belikan kuota,negative
raya menang pakai papan kembang pakai kambiang syukur abunawas,negative
surat kocak anies,negative
bikin macet warga kelapa gading harap proyek mangkrak,negative
anies-sandi nilai loyo potensi kangkang ormas garis keras,negative
kalau cari suami tuh cari saja team aman kotak saja djagain,negative
program ahok batal anies anies-sandi ahok djarot,negative
sang pimpin tumbang,negative
moga bikin damai yaa kecikampek saja brow rumah kayak program,negative
walupun orangjakarta sesal rugi dukung ayo bagi2 uang sembilan bahan pokok non pilih kepala daerah pret,negative
trus salah sikap paham atur gubernur btp,negative
program anies-sandi anggap sulit,negative
blunder menteri pan tendang gara-gara dukung isu masuk kabinet,negative
dukung tim tebar fitnah menang anies,negative
janji rumah dp 0 bentuk tahu rumah bentuk horisontal,negative
sistem aman apbd ahok jalan hilang jka utak utik,negative
janji lho janji mas mohon kawal,negative
anut,negative
1 periode,negative
sebut ekstrimis tim persis jajah belanda perang lawan,negative
situs tahan lantik counter isu bohong cc,negative
ini om potong telinga tvonenews,negative
retorika indah dp0 bayar 6 dng cicil lumayan rumah susun,negative
anies-sandi pimpin kota fpi taring,negative
curang kalah kalah sakit martabat malu,negative
dp 0 persen beda dp 0 rupiah lha sama2 0 lha 0 persen 350jt 0 rupiah beda,negative
okee oce solusi nya,negative
surga mudah tinggal coblos,negative
kadang lucu milih saja tidak nagih rumah dp0 situ sehat waras,negative
kasihan anti reklamasi terus ayo uang bapak2 gub wakil gubernur jakarta,negative
saran merealisir transportasi integrasi tiket rp 5000 yogia bicara transjakarta organda mti,negative
sambut menang bbrp alumni212 cukur rambut ramai2 bersolawat duh,negative
janji2 rumah dp 0 dan bantu modal cepat cair kalau bohong asset2 harus jual rakyat sesuai komitmen,negative
prabowo terima kasih habib rizieq,negative
saya ngerasa omong kosong belah gak terima kalah gak terima menang,negative
titip jayakarta,negative
potong payudara sumbang sukarela menang kira2 bagaimana hahah hitz skali wkwkwk btp,negative
prabowo subianto amin rais ayatollah indonesia aburizal bakrie mentor arsitek menang,negative
urus timses urus umat islam dunia aparat tegak hukum indonesia,negative
menang dukung puji syukur kalah dukung menang gak kbayang kalau anies kalah aksi2 demo,negative
bismillah beli rumah dp 0 awas saja program nggak jalan,negative
cari layan masyarakat menang pilih kepala daerah,negative
heran baca berita berita negatif pantes portal berita sepi melempem payah,negative
pihak adil titik2 iklan dki dominasi media tanoe,negative
andai ahok muslim menang,negative
ente kafirun nantangin laskar kite cari ente,negative
biadab laku kelompok dukung lebih jajah bukti lampau mampu iblis,negative
laku busuk alas busuk lempar tai sembunyi tangan nunjuk malu klakuan dukung,negative
kasi masjid jadi alat balas dendam takbir lontar muas benci benar2 parah dukung,negative
buruk klakuan dukung telah ceramah politik masjid takbir usir djarot dari masjid,negative
kuota habis ikut berita mui,negative
akun akun provokator timses timeline ciri akun ahokers waspada,negative
kubu anies-sandi seru stop politisasi kebhinekaan,negative
kawal mati kawal menang,negative
fitnah akun sebentar menang,negative
mobil mobil kena macet arah mall taman anggrek tempelin stiker sopir pilih atau,negative
bhineka tunggal ika laku hdapkan pilih beda,negative
suka baca isi media sikap,negative
1 bukti radikal dukung teroris,negative
kota jakarta pks papua koalisi dukung gubernur kristen,negative
tulis coba membranding pluralis konseptual absurd banget,negative
ahok nista agama menang pilih kepala daerah - logika timses,negative
mabuk minum keras mabok kecubung lha mabuk,negative
jiplak program hasil bikin dukung nista agama,negative
garansi nya global kak refurbish garansi bank 3hari cacat produksi tukar kasar,negative
munafik jual agama frontal bawa agama sabar min,negative
karang bunga ahok-djarot doang ini anis-sandi grining face with smile eye,negative
anies sandi menang pilih kepala daerah dki blusukan pakai heli ujung kulon papua grining face with smile eye,negative
lucu pilih kepala daerah dki ahok-djarot kalah simpati masyarakat banding menang anies-sandi,negative
kalau ahok kalah anies-sandi menang jakarta rukun koruptor grining face with smile eye grining face with smile eye lying face lying face,negative
berita badja rencana ahok menang kalah berita anies-sandi curang mengalahkn,negative
anies sandi kalah debat final pilih kepala daerah dki via,negative
kalau kalah badja buat curang picik grimacing face prabowo anies-sandi menang pilih kepala daerah dki curang,negative
kampanye sandi cianjur anies dukung aher hhmm jabar siap2 landa anies-sandi 2018 zipper-mouth face siap2 kalah pilih kepala daerah,negative
pilih kepala daerah panitia pakai kaos salam panitia tim menang anies-sandi main licik saja kalah,negative
ahy kalah pilih kepala daerah dki putar 1 putar 2 anies-sandi serang habis buzzer2 ahox,negative
anies-sandi kalau kalah pindah nyalon kabupaten bogor kyknya cocok ini bogor butuh entrepreneurship and education,negative
kuat partai2 jatim mei 2017 paska pilih kepala daerah dki perhati partai dukung anies-sandi turun,negative
anies sandi menang pilih kepala daerah dki,negative
cek kaos dukung anies-sandi kaos2 provokatif pakai pilih kepala daerah dki pakai syukur bicara rekonsiliasi,negative
bilang anies sandi menang pilih kepala daerah dki menang visi misi program jakarta rt zipper-mouth face,negative
paslon 3 curang kampanye masuk masuk masjid musolah kampanye politik pilih kepala daerah aji bagi2 duit,negative
dp 0 angsur 30th program sengsarain cagub 5 periode kabur gubenur babak bur,negative
tunggu konfirmasi bini muda kilah,negative
fitnah ini menteri didik binimuda aduh kwartal asli tetapi palsu anies sibuk urus istri muda,negative
artis bor sumur ngebor kaku tangan hand,negative
nginulpun diam face without mouth salam,negative
wajah politik santun penuh manis tabur wacana dusta sandiwara,negative
hati2 provokasi teman wajah islam wajah politik disappointed face,negative
orang kaya mah bebas kaya melintir alhamdullilah,negative
intelijen bayar main alhamdulillah masyarakat cerdas tanggap,negative
isis proses hukum knapa komentar grining face grining face grining face males betengkar anak tk gak ber bobot kilah person raising hand face with stuck-out tongue closed eyes person running person running person running,negative
logika nalar ardhono,negative
versus seru nonton nya acara debat,negative
hhahahaa oke-ngoceh,negative
pihak ormas abal abal,negative
cagub kerja versus cagub wacana cagub fakta versus cagub dusta,negative
bikin masyarakat bego,negative
komando polling goreng kpud netral kamvreetttt,negative
oke oce oke mart lama2 oke jek hahaha tidak mau kerja tidak mau capek,negative
boss pergi pasang kaya bijak reklamasi,negative
ahok 100 masuk akal anies 100 manis bullshit,negative
adekku arti tidak mau kerja tidak mau capek smiling face with open mouth closed eyes smiling face with open mouth closed eyes,negative
ngecap lucu diam,negative
mas face with tears of joy gak muter2 face with stuck-out tongue closed eyes,negative
mbak ira kusno baju pas cerah gara2 blush on nya tegang debat smiling face with open mouth cold sweat,negative
susah2 tanya bisa,negative
apa tanya jawab,negative
pasang bawa maju sejuk jakarta,positive
kpu anies-sandi unggul jakarta,positive
fahri harap anies-sandi loyal jokowi,positive
anies sandi gubetnur selamat moga amanah istiqomah janji janji amien robbal allamin,positive
anies menang tko ahok,positive
selamat pasang no 3 anies- sandi tingkat satu indonesia,positive
keras moga emban amanah,positive
mayanlah pks kepala dinas pks jamin anies-sandi beda warga jakarta,positive
macem2 ramai pilih kepala daerah dki potong nenen jago kilah ramal anyway selamat anies-sandi,positive
beliau unggul 58 hitung suara pilgub dki 2017 versi quick count lembaga survei,positive
sudah netizen tubir sudah anis sandi deh menang ini sudah tubir melulu,positive
jakarta gubernur selamat lupa jalan janji janji manis,positive
selamat sukses gubernur wakil gubernur jakarta,positive
alhamdulillah keren mancarli aman lancar kendali terima kasih jakarta sudah tarik selamat kamu gub-wakil gubernur pilih,positive
tugas berat mas bang moga amanah wujud janji warga jakarta,positive
enak orang jakarta rumah dp 0 kemana2 5 ribu,positive
selamat pasang no 3 anies- sandi durian selatan,positive
selamat menang moga bisa maju dki,positive
prabowo anies-sandi menang,positive
selamat anies-sandi gubernur wakil gubenur moga amanah,positive
dengar pidato anies barusan harap menang gubernur untuk jakarta radikalisme,positive
moga program gubernur pilih wujud nyata program yang jalan sesuai harap,positive
terima gubernur terima kasih gubernur sudah selisih satu maju,positive
jakarta gubenur selamat warga jakarta moga maju aman sejahtera,positive
hai menang sombong kalah marah,positive
ahok djarot menang tinggal lanjut tugas anis sandi menang mudah,positive
kalau hasil qc jam 14 35 menang anies-sandi,positive
selamat anies sandi unggul hitung cepat,positive
pilih peci jakarta pusat mayor,positive
moga bukti jakarta milik pesta demokrasi baik indonesia,positive
lantun shalawat iring sandiaga uno keluarga tps,positive
orang tiga cikini menteng,positive
sandi menang minimal tps,positive
ornamen betawi hias tps 28 anies coblos,positive
asli suku betawi pilih pimpin muslim pimpin jakarta allahuakbar 3x,positive
anies-sandi upaya buruh jakarta,positive
neng lihat expresinya,positive
unggul wilayah raih 57 96,positive
manfaat loyalis gubernur dki,positive
anies larang warga dki buka medsos nama rekonsiliasi via,positive
janji kampanye anies apbd dki,positive
keren karang bunga tanding aja dukung lucu,positive
anies-sandi harap perhati olahraga dki jakarta,positive
ikhtiar sungguh kembali hadir adil warga,positive
gulir ide rumah orang bicara rumah murah kuat gagas pimpin,positive
janji kampanye anies sandi bidang wirausaha,positive
ayo sahabat kerja nyata jakarta,positive
orang jakarta doa,positive
as karang bunga mati kuasa welcome,positive
anies - sandi pasti tutup hotel alexis malioboro,positive
dampak menang anies-sandi gera saham -,positive
kalah,positive
warga jakarta payung sapa program,positive
putar,positive
terima kasih warga jakarta pilih warga kebayoran kawal amanah ummat,positive
selamat amanah maju kota bahagia warga,positive
pasang pasang ideal dinamika ibu kota jakarta,positive
bahas di-counter situs anti isu bohong tim,positive
fakta 58 pilih sepakat sbaliknya pmilih 42 bagaimana,positive
saksi live rajut jakarta bang anies bang sandi,positive
rindu capai klimaks sosok gubernur jakarta cinta persija insha allah chant gema stadion,positive
nunggu hasil resmi kpu yuk kawal rangkul smua,positive
silaturahmi teman media ikut giat kampanye terima kasih salam,positive
era pasti ucap paham nenek kamu ucap prilaku santun,positive
mas sugeng laku umkm gultik undang posko menang moga usaha sukses okay-oce,positive
hati,positive
rumah dp 0 perintah provinsi subsidi rp 52 juta unit,positive
menang menang warga jakarta umat islam juang tuntut adil hukum,positive
teman ahok anies-sandi ahok,positive
menang putar 2 menang kelompok orang menang warga dki rakyat indonesia,positive
2 moga lebur rawan rawan jakarta satu,positive
cfd sandiaga uno seru ramai sehat,positive
tim transisi anies-sandi usul program dp 0 masuk apbd,positive
dahsyat sesal coblos kemarin,positive
terap open government good governance triple pasword apbd dki bantu realisasi program,positive
wakil timses anies-sandi pantau coblos ulang tps 1 gambir,positive
syukur allah orang cerdas pandai jakarta bukti menang telak,positive
maaf ahoker kalau tuju anies bagaimana,positive
tuduh dukung ekstrimis momen gagal fokus cc,positive
anies komitmen kota jakarta bhineka indonesia anies-sandi,positive
1 biar komitmen dukung tegur kritisi,positive
terima kasih rawan agus-sylvi pilih,positive
anies-sandi satu warga jakarta belah,positive
menang sungguh adil hukum adil sosial timpang rasa rakyat,positive
percaya pimpin jakarta santun jakarta jakarta,positive
siiiip bantu kawal yaa realisasi smua program,positive
pimpin tengah rangkul smua masyarakat beda suku agama ras antargolongan,positive
polda objektif selidik sandiaga uno,positive
persija stadion rumput mu,positive
kompas tv sandiaga uno,positive
percaya usaha sia terus emban amanat jakarta warga,positive
salam saudara dasar exitpoll teliti dan kembang kompas mayoritas pilih pan pilih pasang anies-sandi,positive
maju ht sejuk satu bangsa sama2 maju jakarta,positive
keras emban amanah,positive
syukur alhamdulillah menang rakyat jakarta mata,positive
waaah,positive
bicara sembarang pihak usaha rakyat beda ahok profesional kembang,positive
saran wujud program dana 1milyar rw butuh tuju dprd ri ri cegah korupsi,positive
iya tuju banget ht bawa jakarta,positive
saran reklamasi dapat batal bicara perintah pusat,positive
jeda iklan sandiaga turun panggung debat peluk erat nelayan bang,positive
lsi jelang pilih kepala daerah suara ahok tinggal anies -,positive
sandiaga uno gaji kaum dhuafa,positive
bismillah moga gubernur baruu,positive
allah karunia gubernur wakil gubernur jujur adil amanah benar2 tulus abdi maslahat dki jakarta amin,positive
tarik sesuai hati nurani hand hand hand,positive
selamat hasil hand,positive
macam ramai pilih kepala daerah dki potong nenen jago kilah ramal selamat anies-sandi,positive
moga janji gubernur penuh folded hands,positive
jakarta benar milik indonesia terima kasih,positive
pilih hand hand hand,positive
anies pasrah hasil pilih kepala daerah dki jakarta,positive
allahuakbar 3x,positive
hand hand hand,positive
beda 17 suara ahy anies-sandi glowing star glowing star glowing star,positive
menang pilih kepala daerah dki prabowo anies-sandi kerja keras,positive
doain daerah saja gub nya folded hands aa gym kritik syukur anies-sandi menang pilih kepala daerah dki,positive
feeling sih menang pasang anies-sandi,positive
kpu umum hasil pilih kepala daerah dki anies-sandi menang karang bunga gak pengaruh cat face with tears of joy,positive
hasil rekapituasi manual pilih kepala daerah dki anies-sandi menang,positive
alesha saja milih no 3 gak smiling face with sunglasses salam 3 jari,positive
hand hand hand,positive
hand jakarta,positive
hahaha adjrot adjrot saja habis akal kalah kandidat favorit lovered lovered,positive
insya allah menang luka hati umat islam jabat hand hand hand,positive
sayang acara keren hand hand,positive
anies hand gubernur rakyat gubernur kembang,positive
ahok najwa benar benar mati kutu bingung tuding ringan smiling face with heart-eyes smiling face with heart-eyes,positive
saudara,positive
pan,positive
hallo bang asyik habis manggung da thumbs up thumbs up,positive
hand hand hand,positive
nongkrong tiba2 datang timses paslon 3 hand,positive
anies pempmpinnya maju jalan ridhoi allah thumbs up thumbs up,positive
gubernur pilih anies,positive
coba terap laku hand,positive
3 3 lupa yaaa hand hand hand,positive
brgabung dukung usaha pimpin ust yusuf mansyur folded hands,positive
sih saja hand,positive
wiiih aqua pilih no 3 hand hand hand,positive
kayak deh fokus insyaalloh oke saja hand,positive
jaring hadir okeoce mart hand,positive
pilih no 3 tanggal 19 april kakak hand,positive
kali bapak lihat rspun selfie hand,positive
rangkul orang batas usia kelamin hand victory hand,positive
jago bidang digital smiling face with sunglasses hand,positive
sandiaga bangun rumah dp 0 simpel banding tol cipali,positive
